atom_count,record_count,percent_of_profiled_records,contains_target
0,248,0.045381266686307487,false
1,106,0.019396831728824972,true
2,197,0.036048828779042634,true
3,162,0.029644214528958924,true
4,960,0.1756694194308677,true
5,683,0.12498147236591939,true
6,7310,1.3376494333746278,true
7,2104,0.3850088109193183,true
8,11196,2.0487446041124944,true
9,2935,0.5370726521141632,true
10,18787,3.437813940466366,true
11,4233,0.7745923463029822,true
12,20568,3.76371731130634,true
13,3964,0.7253683110666245,true
14,23127,4.231986107476747,true
15,3356,0.6141110120937416,true
16,30541,5.588666394623052,true
17,4876,0.8922542595259488,true
18,26453,4.840607450213274,true
19,5839,1.068472645892538,true
20,32885,6.017592560400087,true
21,6232,1.1403873144720493,true
22,27295,4.99468417017243,true
23,5389,0.9861276055343187,true
24,39904,7.301992201009733,true
25,4616,0.8446771250967554,true
26,25870,4.733924875704736,true
27,2919,0.5341448284569821,true
28,17845,3.2654383226498265,true
29,2135,0.3906814692551068,true
30,22358,4.091267582953479,true
31,2569,0.4700986859561449,true
32,18219,3.3338762006364355,true
33,2076,0.37988511951925136,true
34,13609,2.4902970094111234,true
35,1825,0.3339548858972224,true
36,10629,1.9449898532611383,true
37,1855,0.339444555254437,true
38,8364,1.5305198167914347,true
39,1833,0.33541879772581296,true
40,8449,1.5460738799702094,true
41,1555,0.2845478616822909,true
42,7414,1.3566802871463053,true
43,1370,0.2506949006461341,true
44,7752,1.4185305619042565,true
45,1210,0.2214166640743228,true
46,8226,1.5052673377482475,true
47,955,0.17475447453799858,true
48,16211,2.966434331660204,true
49,932,0.1705457280308007,true
50,18383,3.363886393122542,true
51,670,0.12260261564445973,true
52,6463,1.1826577685226018,true
53,584,0.10686556348711118,true
54,3601,0.6589433118443276,true
55,398,0.07282961347238055,true
56,6074,1.1114750558573856,true
57,381,0.06971880083662561,true
58,2914,0.5332298835641129,true
59,368,0.06733994411516595,true
60,3630,0.6642499922229683,true
61,351,0.06422913147941099,true
62,2202,0.40294173081955276,true
63,417,0.07630640406528315,true
64,2188,0.4003798851195193,true
65,314,0.057458539272179636,true
66,2276,0.4164829152340154,true
67,303,0.05544566050786761,true
68,1630,0.2982720350753274,true
69,218,0.03989159732909287,true
70,1363,0.24941397779611735,true
71,239,0.0437343658791431,true
72,1687,0.30870240685403516,true
73,599,0.10961039816571848,true
74,1674,0.3063235501325755,true
75,342,0.06258223067224661,true
76,1632,0.29863801303247506,true
77,213,0.038976652436223766,true
78,1330,0.24337534150318127,true
79,188,0.03440192797187825,true
