value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
PubChem,124589269,3363,124585906,0.002699269388923054,100.0,100.0,
TOTAL_RECORDS,124589269,3363,124585906,0.002699269388923054,100.0,100.0,
TOTAL_ASSIGNMENTS,124589269,3363,124585906,0.002699269388923054,100.0,100.0,
