value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Coumarins,5,5,0,100.0,0.9727626459143969,0.9727626459143969,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Cyclic polyketides,12,12,0,100.0,2.3346303501945527,2.3346303501945527,LOW_TOTAL_SUPPORT
Fatty acyls,20,20,0,100.0,3.8910505836575875,3.8910505836575875,LOW_TOTAL_SUPPORT
Flavonoids,15,15,0,100.0,2.9182879377431905,2.9182879377431905,LOW_TOTAL_SUPPORT
Linear polyketides,5,5,0,100.0,0.9727626459143969,0.9727626459143969,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Naphthalenes,23,23,0,100.0,4.474708171206226,4.474708171206226,LOW_TOTAL_SUPPORT
Nicotinic acid alkaloids,7,7,0,100.0,1.3618677042801557,1.3618677042801557,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Nucleosides,68,68,0,100.0,13.229571984435799,13.229571984435799,
Ornithine alkaloids,88,88,0,100.0,17.120622568093385,17.120622568093385,
Peptide alkaloids,3,3,0,100.0,0.5836575875486382,0.5836575875486382,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Phenanthrenoids,2,2,0,100.0,0.38910505836575876,0.38910505836575876,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Polyethers,134,134,0,100.0,26.07003891050584,26.07003891050584,
Small peptides,1,1,0,100.0,0.19455252918287938,0.19455252918287938,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Steroids,27,27,0,100.0,5.252918287937743,5.252918287937743,LOW_TOTAL_SUPPORT
Triterpenoids,83,83,0,100.0,16.147859922178988,16.147859922178988,
Tryptophan alkaloids,3,3,0,100.0,0.5836575875486382,0.5836575875486382,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Tyrosine alkaloids,17,17,0,100.0,3.3073929961089497,3.3073929961089497,LOW_TOTAL_SUPPORT
β-lactams,6,6,0,100.0,1.1673151750972763,1.1673151750972763,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
TOTAL_RECORDS,514,514,0,100.0,100.0,100.0,
TOTAL_ASSIGNMENTS,519,519,0,100.0,100.9727626459144,100.9727626459144,
