value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Aminoacids,47,47,0,100.0,70.1492537313433,70.1492537313433,
Polyamines,6,6,0,100.0,8.955223880597014,8.955223880597014,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Pyridine alkaloids,2,2,0,100.0,2.9850746268656714,2.9850746268656714,LOW_TOTAL_SUPPORT|LOW_TARGET_SUPPORT
Quinazoline alkaloids,12,12,0,100.0,17.91044776119403,17.91044776119403,LOW_TOTAL_SUPPORT
TOTAL_RECORDS,67,67,0,100.0,100.0,100.0,
TOTAL_ASSIGNMENTS,67,67,0,100.0,100.0,100.0,
