row_element,column_element,cooccurrence_count,row_element_count,column_element_count,normalized_pmi
Am,Cm,3,380,692,0.4138308581760126
Am,Cn,0,380,7,-1.0
Am,Co,0,380,45781,-1.0
Am,Cr,1,380,27069,0.13380611695371733
Am,Cs,1,380,12307,0.17609143969235125
Am,Cu,0,380,67388,-1.0
Am,Db,0,380,105,-1.0
Am,Ds,0,380,11,-1.0
Am,Dy,0,380,2319,-1.0
Am,Er,0,380,2201,-1.0
Am,Es,0,380,359,-1.0
Am,Eu,4,380,5611,0.31610620509625914
Am,F,22,380,25344252,-0.08081668478570425
Am,Fe,2,380,81651,0.1160781651319239
Am,Fl,0,380,8,-1.0
Am,Fm,2,380,2120,0.31950823607689005
Am,Fr,0,380,105,-1.0
Am,Ga,2,380,11650,0.22457017072543262
Am,Gd,0,380,7718,-1.0
Am,Ge,0,380,47164,-1.0
Am,H,265,380,124461855,-0.027518845915901587
Am,He,0,380,415,-1.0
Am,Hf,0,380,22172,-1.0
Am,Hg,0,380,15140,-1.0
Am,Ho,0,380,1848,-1.0
Am,Hs,0,380,69,-1.0
Am,I,10,380,2542800,0.015557062864528117
Am,In,0,380,14006,-1.0
Am,Ir,0,380,169603,-1.0
Am,K,1,380,156190,0.03978069130151259
Am,Kr,0,380,166,-1.0
Am,La,0,380,8114,-1.0
Am,Li,1,380,117297,0.055143129404340165
Am,Lr,0,380,861,-1.0
Am,Lu,1,380,2717,0.2571320340115379
Am,Lv,0,380,5,-1.0
Am,Mc,0,380,5,-1.0
Am,Md,0,380,96,-1.0
Am,Mg,0,380,63053,-1.0
Am,Mn,0,380,30915,-1.0
Am,Mo,2,380,20126,0.19410855721402237
Am,Mt,0,380,79,-1.0
Am,N,152,380,110925773,-0.058761102832607784
Am,Na,1,380,410484,-0.012056009638696462
Am,Nb,0,380,6672,-1.0
Am,Nd,0,380,5576,-1.0
Am,Ne,0,380,225,-1.0
Am,Nh,0,380,8,-1.0
Am,Ni,0,380,50498,-1.0
Am,No,0,380,366,-1.0
Am,Np,5,380,482,0.4774710917409238
Am,O,186,380,109353141,-0.04353290131745709
Am,Og,0,380,1,-1.0
Am,Os,0,380,8718,-1.0
Am,P,9,380,2503338,0.010001075074445634
Am,Pa,0,380,263,-1.0
Am,Pb,0,380,18301,-1.0
Am,Pd,4,380,48856,0.1906791561372331
Am,Pm,2,380,410,0.411054393333933
Am,Po,0,380,1385,-1.0
