row_element,column_element,cooccurrence_count
Al,Al,3
Al,As,0
Al,B,0
Al,Ba,0
Al,Br,0
Al,C,2
Al,Ca,0
Al,Cd,0
Al,Cl,0
Al,Co,0
Al,Cr,0
Al,Cu,0
Al,F,0
Al,Fe,0
Al,Ge,0
Al,H,2
Al,He,0
Al,I,0
Al,K,0
Al,Mg,0
Al,Mn,0
Al,N,2
Al,Na,0
Al,Ni,0
Al,O,2
Al,P,0
Al,Pa,0
Al,Pb,0
Al,Pt,0
Al,S,0
Al,Se,0
Al,Si,0
Al,Sr,0
Al,Tb,0
Al,Tc,0
Al,Te,0
Al,Th,0
Al,V,0
Al,Zn,0
As,Al,0
As,As,87
As,B,0
As,Ba,0
As,Br,0
As,C,68
As,Ca,0
As,Cd,0
As,Cl,0
As,Co,0
As,Cr,0
As,Cu,0
As,F,0
As,Fe,0
As,Ge,0
As,H,84
As,He,0
As,I,0
As,K,0
As,Mg,0
As,Mn,0
As,N,9
As,Na,0
As,Ni,0
As,O,80
As,P,2
As,Pa,0
As,Pb,0
As,Pt,0
As,S,13
As,Se,0
As,Si,0
As,Sr,0
As,Tb,0
As,Tc,0
As,Te,0
As,Th,0
As,V,0
As,Zn,0
B,Al,0
B,As,0
B,B,16
B,Ba,0
B,Br,0
B,C,13
B,Ca,0
B,Cd,0
B,Cl,0
B,Co,0
B,Cr,0
B,Cu,0
B,F,0
B,Fe,0
B,Ge,0
B,H,16
B,He,0
B,I,0
B,K,0
B,Mg,0
B,Mn,0
B,N,4
B,Na,0
B,Ni,0
B,O,15
B,P,0
B,Pa,0
B,Pb,0
B,Pt,0
B,S,0
B,Se,0
B,Si,0
B,Sr,0
B,Tb,0
B,Tc,0
B,Te,0
B,Th,0
B,V,0
B,Zn,0
Ba,Al,0
Ba,As,0
Ba,B,0
Ba,Ba,1
Ba,Br,0
Ba,C,0
Ba,Ca,0
Ba,Cd,0
Ba,Cl,0
Ba,Co,0
Ba,Cr,0
Ba,Cu,0
Ba,F,0
Ba,Fe,0
Ba,Ge,0
Ba,H,0
Ba,He,0
Ba,I,0
Ba,K,0
Ba,Mg,0
Ba,Mn,0
Ba,N,0
Ba,Na,0
Ba,Ni,0
Ba,O,0
Ba,P,0
Ba,Pa,0
Ba,Pb,0
Ba,Pt,0
Ba,S,0
Ba,Se,0
Ba,Si,0
Ba,Sr,0
Ba,Tb,0
Ba,Tc,0
Ba,Te,0
Ba,Th,0
Ba,V,0
Ba,Zn,0
Br,Al,0
Br,As,0
Br,B,0
Br,Ba,0
Br,Br,5084
Br,C,5083
Br,Ca,0
Br,Cd,0
Br,Cl,1056
Br,Co,0
Br,Cr,0
Br,Cu,0
Br,F,3
Br,Fe,0
Br,Ge,0
Br,H,5081
Br,He,0
Br,I,36
Br,K,0
Br,Mg,0
Br,Mn,0
Br,N,2015
Br,Na,0
Br,Ni,0
Br,O,4589
Br,P,4
Br,Pa,0
Br,Pb,0
Br,Pt,0
Br,S,246
Br,Se,0
Br,Si,1
Br,Sr,0
Br,Tb,0
Br,Tc,0
Br,Te,0
Br,Th,0
Br,V,0
Br,Zn,0
C,Al,2
C,As,68
C,B,13
C,Ba,0
C,Br,5083
C,C,546148
C,Ca,0
C,Cd,0
C,Cl,7180
C,Co,9
C,Cr,0
C,Cu,1
C,F,316
C,Fe,3
C,Ge,5
C,H,546131
C,He,11
C,I,167
C,K,3
C,Mg,23
C,Mn,0
C,N,109116
C,Na,1
C,Ni,4
C,O,505926
C,P,2535
C,Pa,0
C,Pb,0
C,Pt,0
C,S,11484
C,Se,36
C,Si,52
C,Sr,0
C,Tb,0
C,Tc,0
C,Te,0
C,Th,0
C,V,2
C,Zn,0
Ca,Al,0
Ca,As,0
Ca,B,0
Ca,Ba,0
Ca,Br,0
Ca,C,0
Ca,Ca,30
Ca,Cd,0
Ca,Cl,0
Ca,Co,0
Ca,Cr,0
Ca,Cu,0
Ca,F,0
Ca,Fe,0
Ca,Ge,0
Ca,H,0
Ca,He,0
Ca,I,0
Ca,K,0
Ca,Mg,0
Ca,Mn,0
Ca,N,0
Ca,Na,0
Ca,Ni,0
Ca,O,0
Ca,P,0
Ca,Pa,0
Ca,Pb,0
Ca,Pt,0
Ca,S,0
Ca,Se,0
Ca,Si,0
Ca,Sr,0
Ca,Tb,0
Ca,Tc,0
Ca,Te,0
Ca,Th,0
Ca,V,0
Ca,Zn,0
Cd,Al,0
Cd,As,0
Cd,B,0
Cd,Ba,0
Cd,Br,0
Cd,C,0
Cd,Ca,0
Cd,Cd,1
Cd,Cl,0
Cd,Co,0
Cd,Cr,0
Cd,Cu,0
Cd,F,0
Cd,Fe,0
Cd,Ge,0
Cd,H,0
Cd,He,0
Cd,I,0
Cd,K,0
Cd,Mg,0
Cd,Mn,0
Cd,N,0
Cd,Na,0
Cd,Ni,0
Cd,O,0
Cd,P,0
Cd,Pa,0
Cd,Pb,0
Cd,Pt,0
Cd,S,0
Cd,Se,0
Cd,Si,0
Cd,Sr,0
Cd,Tb,0
Cd,Tc,0
Cd,Te,0
Cd,Th,0
Cd,V,0
Cd,Zn,0
Cl,Al,0
Cl,As,0
Cl,B,0
Cl,Ba,0
Cl,Br,1056
Cl,C,7180
Cl,Ca,0
Cl,Cd,0
Cl,Cl,7183
Cl,Co,0
Cl,Cr,0
Cl,Cu,0
Cl,F,32
Cl,Fe,0
Cl,Ge,0
Cl,H,7177
Cl,He,0
Cl,I,9
Cl,K,0
Cl,Mg,0
Cl,Mn,0
Cl,N,2690
Cl,Na,0
Cl,Ni,0
Cl,O,6655
Cl,P,11
Cl,Pa,0
Cl,Pb,0
Cl,Pt,0
Cl,S,324
Cl,Se,0
Cl,Si,2
Cl,Sr,0
Cl,Tb,0
Cl,Tc,0
Cl,Te,0
Cl,Th,0
Cl,V,0
Cl,Zn,0
Co,Al,0
Co,As,0
Co,B,0
Co,Ba,0
Co,Br,0
Co,C,9
Co,Ca,0
Co,Cd,0
Co,Cl,0
Co,Co,9
Co,Cr,0
Co,Cu,0
Co,F,0
Co,Fe,0
Co,Ge,0
Co,H,9
Co,He,0
Co,I,0
Co,K,0
Co,Mg,0
Co,Mn,0
Co,N,9
Co,Na,0
Co,Ni,0
Co,O,9
Co,P,8
Co,Pa,0
Co,Pb,0
Co,Pt,0
Co,S,0
Co,Se,0
Co,Si,0
Co,Sr,0
Co,Tb,0
Co,Tc,0
Co,Te,0
Co,Th,0
Co,V,0
Co,Zn,0
Cr,Al,0
Cr,As,0
Cr,B,0
Cr,Ba,0
Cr,Br,0
Cr,C,0
Cr,Ca,0
Cr,Cd,0
Cr,Cl,0
Cr,Co,0
Cr,Cr,29
Cr,Cu,0
Cr,F,0
Cr,Fe,0
Cr,Ge,0
Cr,H,0
Cr,He,0
Cr,I,0
Cr,K,0
Cr,Mg,0
Cr,Mn,0
Cr,N,0
Cr,Na,0
Cr,Ni,0
Cr,O,0
Cr,P,0
Cr,Pa,0
Cr,Pb,0
Cr,Pt,0
Cr,S,0
Cr,Se,0
Cr,Si,0
Cr,Sr,0
Cr,Tb,0
Cr,Tc,0
Cr,Te,0
Cr,Th,0
Cr,V,0
Cr,Zn,0
Cu,Al,0
Cu,As,0
Cu,B,0
Cu,Ba,0
Cu,Br,0
Cu,C,1
Cu,Ca,0
Cu,Cd,0
Cu,Cl,0
Cu,Co,0
Cu,Cr,0
Cu,Cu,9
Cu,F,0
Cu,Fe,0
Cu,Ge,0
Cu,H,1
Cu,He,0
Cu,I,0
Cu,K,0
Cu,Mg,0
Cu,Mn,0
Cu,N,1
Cu,Na,0
Cu,Ni,0
Cu,O,1
Cu,P,0
Cu,Pa,0
Cu,Pb,0
Cu,Pt,0
Cu,S,1
Cu,Se,0
Cu,Si,0
Cu,Sr,0
Cu,Tb,0
Cu,Tc,0
Cu,Te,0
Cu,Th,0
Cu,V,0
Cu,Zn,0
F,Al,0
F,As,0
F,B,0
F,Ba,0
F,Br,3
F,C,316
F,Ca,0
F,Cd,0
F,Cl,32
F,Co,0
F,Cr,0
F,Cu,0
F,F,319
F,Fe,0
F,Ge,0
F,H,316
F,He,0
F,I,0
F,K,0
F,Mg,0
F,Mn,0
F,N,192
F,Na,1
F,Ni,0
F,O,306
F,P,8
F,Pa,0
F,Pb,0
F,Pt,0
F,S,31
F,Se,0
F,Si,1
F,Sr,0
F,Tb,0
F,Tc,0
F,Te,0
F,Th,0
F,V,0
F,Zn,0
Fe,Al,0
Fe,As,0
Fe,B,0
Fe,Ba,0
Fe,Br,0
Fe,C,3
Fe,Ca,0
Fe,Cd,0
Fe,Cl,0
Fe,Co,0
Fe,Cr,0
Fe,Cu,0
Fe,F,0
Fe,Fe,23
Fe,Ge,0
Fe,H,3
Fe,He,0
Fe,I,0
Fe,K,0
Fe,Mg,0
Fe,Mn,0
Fe,N,3
Fe,Na,0
Fe,Ni,0
Fe,O,3
Fe,P,0
Fe,Pa,0
Fe,Pb,0
Fe,Pt,0
Fe,S,3
Fe,Se,0
Fe,Si,0
Fe,Sr,0
Fe,Tb,0
Fe,Tc,0
Fe,Te,0
Fe,Th,0
Fe,V,0
Fe,Zn,0
Ge,Al,0
Ge,As,0
Ge,B,0
Ge,Ba,0
Ge,Br,0
Ge,C,5
Ge,Ca,0
Ge,Cd,0
Ge,Cl,0
Ge,Co,0
Ge,Cr,0
Ge,Cu,0
Ge,F,0
Ge,Fe,0
Ge,Ge,6
Ge,H,5
Ge,He,0
Ge,I,0
Ge,K,0
Ge,Mg,0
Ge,Mn,0
Ge,N,0
Ge,Na,0
Ge,Ni,0
Ge,O,0
Ge,P,0
Ge,Pa,0
Ge,Pb,0
Ge,Pt,0
Ge,S,0
Ge,Se,0
Ge,Si,0
Ge,Sr,0
Ge,Tb,0
Ge,Tc,0
Ge,Te,0
Ge,Th,0
Ge,V,0
Ge,Zn,0
H,Al,2
H,As,84
H,B,16
H,Ba,0
H,Br,5081
H,C,546131
H,Ca,0
H,Cd,0
H,Cl,7177
H,Co,9
H,Cr,0
H,Cu,1
H,F,316
H,Fe,3
H,Ge,5
H,H,546233
H,He,11
H,I,168
H,K,3
H,Mg,23
H,Mn,0
H,N,109135
H,Na,1
H,Ni,4
H,O,505998
H,P,2555
H,Pa,0
H,Pb,0
H,Pt,0
H,S,11496
H,Se,39
H,Si,63
H,Sr,0
H,Tb,0
H,Tc,0
H,Te,0
H,Th,0
H,V,2
H,Zn,0
He,Al,0
He,As,0
He,B,0
He,Ba,0
He,Br,0
He,C,11
He,Ca,0
He,Cd,0
He,Cl,0
He,Co,0
He,Cr,0
He,Cu,0
He,F,0
He,Fe,0
He,Ge,0
He,H,11
He,He,11
He,I,0
He,K,0
He,Mg,0
He,Mn,0
He,N,9
He,Na,0
He,Ni,0
He,O,11
He,P,0
He,Pa,0
He,Pb,0
He,Pt,0
He,S,0
He,Se,0
He,Si,0
He,Sr,0
He,Tb,0
He,Tc,0
He,Te,0
He,Th,0
He,V,0
He,Zn,0
I,Al,0
I,As,0
I,B,0
I,Ba,0
I,Br,36
I,C,167
I,Ca,0
I,Cd,0
I,Cl,9
I,Co,0
I,Cr,0
I,Cu,0
I,F,0
I,Fe,0
I,Ge,0
I,H,168
I,He,0
I,I,169
I,K,0
I,Mg,0
I,Mn,0
I,N,73
I,Na,0
I,Ni,0
I,O,127
I,P,0
I,Pa,0
I,Pb,0
I,Pt,0
I,S,5
I,Se,0
I,Si,0
I,Sr,0
I,Tb,0
I,Tc,0
I,Te,0
I,Th,0
I,V,0
I,Zn,0
K,Al,0
K,As,0
K,B,0
K,Ba,0
K,Br,0
K,C,3
K,Ca,0
K,Cd,0
K,Cl,0
K,Co,0
K,Cr,0
K,Cu,0
K,F,0
K,Fe,0
K,Ge,0
K,H,3
K,He,0
K,I,0
K,K,33
K,Mg,0
K,Mn,0
K,N,3
K,Na,0
K,Ni,0
K,O,3
K,P,0
K,Pa,0
K,Pb,0
K,Pt,0
K,S,1
K,Se,0
K,Si,0
K,Sr,0
K,Tb,0
K,Tc,0
K,Te,0
K,Th,0
K,V,0
K,Zn,0
Mg,Al,0
Mg,As,0
Mg,B,0
Mg,Ba,0
Mg,Br,0
Mg,C,23
Mg,Ca,0
Mg,Cd,0
Mg,Cl,0
Mg,Co,0
Mg,Cr,0
Mg,Cu,0
Mg,F,0
Mg,Fe,0
Mg,Ge,0
Mg,H,23
Mg,He,0
Mg,I,0
Mg,K,0
Mg,Mg,46
Mg,Mn,0
Mg,N,23
Mg,Na,0
Mg,Ni,0
Mg,O,23
Mg,P,0
Mg,Pa,0
Mg,Pb,0
Mg,Pt,0
Mg,S,0
Mg,Se,0
Mg,Si,0
Mg,Sr,0
Mg,Tb,0
Mg,Tc,0
Mg,Te,0
Mg,Th,0
Mg,V,0
Mg,Zn,0
Mn,Al,0
Mn,As,0
Mn,B,0
Mn,Ba,0
Mn,Br,0
Mn,C,0
Mn,Ca,0
Mn,Cd,0
Mn,Cl,0
Mn,Co,0
Mn,Cr,0
Mn,Cu,0
Mn,F,0
Mn,Fe,0
Mn,Ge,0
Mn,H,0
Mn,He,0
Mn,I,0
Mn,K,0
Mn,Mg,0
Mn,Mn,5
Mn,N,0
Mn,Na,0
Mn,Ni,0
Mn,O,1
Mn,P,0
Mn,Pa,0
Mn,Pb,0
Mn,Pt,0
Mn,S,0
Mn,Se,0
Mn,Si,0
Mn,Sr,0
Mn,Tb,0
Mn,Tc,0
Mn,Te,0
Mn,Th,0
Mn,V,0
Mn,Zn,0
N,Al,2
N,As,9
N,B,4
N,Ba,0
N,Br,2015
N,C,109116
N,Ca,0
N,Cd,0
N,Cl,2690
N,Co,9
N,Cr,0
N,Cu,1
N,F,192
N,Fe,3
N,Ge,0
N,H,109135
N,He,9
N,I,73
N,K,3
N,Mg,23
N,Mn,0
N,N,109142
N,Na,0
N,Ni,4
N,O,104133
N,P,1604
N,Pa,0
N,Pb,0
N,Pt,0
N,S,8112
N,Se,30
N,Si,8
N,Sr,0
N,Tb,0
N,Tc,0
N,Te,0
N,Th,0
N,V,0
N,Zn,0
Na,Al,0
Na,As,0
Na,B,0
Na,Ba,0
Na,Br,0
Na,C,1
Na,Ca,0
Na,Cd,0
Na,Cl,0
Na,Co,0
Na,Cr,0
Na,Cu,0
Na,F,1
Na,Fe,0
Na,Ge,0
Na,H,1
Na,He,0
Na,I,0
Na,K,0
Na,Mg,0
Na,Mn,0
Na,N,0
Na,Na,23
Na,Ni,0
Na,O,1
Na,P,0
Na,Pa,0
Na,Pb,0
Na,Pt,0
Na,S,1
Na,Se,0
Na,Si,1
Na,Sr,0
Na,Tb,0
Na,Tc,0
Na,Te,0
Na,Th,0
Na,V,0
Na,Zn,0
Ni,Al,0
Ni,As,0
Ni,B,0
Ni,Ba,0
Ni,Br,0
Ni,C,4
Ni,Ca,0
Ni,Cd,0
Ni,Cl,0
Ni,Co,0
Ni,Cr,0
Ni,Cu,0
Ni,F,0
Ni,Fe,0
Ni,Ge,0
Ni,H,4
Ni,He,0
Ni,I,0
Ni,K,0
Ni,Mg,0
Ni,Mn,0
Ni,N,4
Ni,Na,0
Ni,Ni,5
Ni,O,4
Ni,P,0
Ni,Pa,0
Ni,Pb,0
Ni,Pt,0
Ni,S,0
Ni,Se,0
Ni,Si,0
Ni,Sr,0
Ni,Tb,0
Ni,Tc,0
Ni,Te,0
Ni,Th,0
Ni,V,0
Ni,Zn,0
O,Al,2
O,As,80
O,B,15
O,Ba,0
O,Br,4589
O,C,505926
O,Ca,0
O,Cd,0
O,Cl,6655
O,Co,9
O,Cr,0
O,Cu,1
O,F,306
O,Fe,3
O,Ge,0
O,H,505998
O,He,11
O,I,127
O,K,3
O,Mg,23
O,Mn,1
O,N,104133
O,Na,1
O,Ni,4
O,O,506021
O,P,2547
O,Pa,0
O,Pb,0
O,Pt,0
O,S,10405
O,Se,33
O,Si,67
O,Sr,1
O,Tb,0
O,Tc,0
O,Te,0
O,Th,0
O,V,2
O,Zn,0
P,Al,0
P,As,2
P,B,0
P,Ba,0
P,Br,4
P,C,2535
P,Ca,0
P,Cd,0
P,Cl,11
P,Co,8
P,Cr,0
P,Cu,0
P,F,8
P,Fe,0
P,Ge,0
P,H,2555
P,He,0
P,I,0
P,K,0
P,Mg,0
P,Mn,0
P,N,1604
P,Na,0
P,Ni,0
P,O,2547
P,P,2560
P,Pa,0
P,Pb,0
P,Pt,0
P,S,449
P,Se,2
P,Si,0
P,Sr,0
P,Tb,0
P,Tc,0
P,Te,0
P,Th,0
P,V,0
P,Zn,0
Pa,Al,0
Pa,As,0
Pa,B,0
Pa,Ba,0
Pa,Br,0
Pa,C,0
Pa,Ca,0
Pa,Cd,0
Pa,Cl,0
Pa,Co,0
Pa,Cr,0
Pa,Cu,0
Pa,F,0
Pa,Fe,0
Pa,Ge,0
Pa,H,0
Pa,He,0
Pa,I,0
Pa,K,0
Pa,Mg,0
Pa,Mn,0
Pa,N,0
Pa,Na,0
Pa,Ni,0
Pa,O,0
Pa,P,0
Pa,Pa,1
Pa,Pb,0
Pa,Pt,0
Pa,S,0
Pa,Se,0
Pa,Si,0
Pa,Sr,0
Pa,Tb,0
Pa,Tc,0
Pa,Te,0
Pa,Th,0
Pa,V,0
Pa,Zn,0
Pb,Al,0
Pb,As,0
Pb,B,0
Pb,Ba,0
Pb,Br,0
Pb,C,0
Pb,Ca,0
Pb,Cd,0
Pb,Cl,0
Pb,Co,0
Pb,Cr,0
Pb,Cu,0
Pb,F,0
Pb,Fe,0
Pb,Ge,0
Pb,H,0
Pb,He,0
Pb,I,0
Pb,K,0
Pb,Mg,0
Pb,Mn,0
Pb,N,0
Pb,Na,0
Pb,Ni,0
Pb,O,0
Pb,P,0
Pb,Pa,0
Pb,Pb,2
Pb,Pt,0
Pb,S,0
Pb,Se,0
Pb,Si,0
Pb,Sr,0
Pb,Tb,0
Pb,Tc,0
Pb,Te,0
Pb,Th,0
Pb,V,0
Pb,Zn,0
Pt,Al,0
Pt,As,0
Pt,B,0
Pt,Ba,0
Pt,Br,0
Pt,C,0
Pt,Ca,0
Pt,Cd,0
Pt,Cl,0
Pt,Co,0
Pt,Cr,0
Pt,Cu,0
Pt,F,0
Pt,Fe,0
Pt,Ge,0
Pt,H,0
Pt,He,0
Pt,I,0
Pt,K,0
Pt,Mg,0
Pt,Mn,0
Pt,N,0
Pt,Na,0
Pt,Ni,0
Pt,O,0
Pt,P,0
Pt,Pa,0
Pt,Pb,0
Pt,Pt,1
Pt,S,0
Pt,Se,0
Pt,Si,0
Pt,Sr,0
Pt,Tb,0
Pt,Tc,0
Pt,Te,0
Pt,Th,0
Pt,V,0
Pt,Zn,0
S,Al,0
S,As,13
S,B,0
S,Ba,0
S,Br,246
S,C,11484
S,Ca,0
S,Cd,0
S,Cl,324
S,Co,0
S,Cr,0
S,Cu,1
S,F,31
S,Fe,3
S,Ge,0
S,H,11496
S,He,0
S,I,5
S,K,1
S,Mg,0
S,Mn,0
S,N,8112
S,Na,1
S,Ni,0
S,O,10405
S,P,449
S,Pa,0
S,Pb,0
S,Pt,0
S,S,11514
S,Se,4
S,Si,0
S,Sr,1
S,Tb,0
S,Tc,0
S,Te,0
S,Th,0
S,V,0
S,Zn,0
Se,Al,0
Se,As,0
Se,B,0
Se,Ba,0
Se,Br,0
Se,C,36
Se,Ca,0
Se,Cd,0
Se,Cl,0
Se,Co,0
Se,Cr,0
Se,Cu,0
Se,F,0
Se,Fe,0
Se,Ge,0
Se,H,39
Se,He,0
Se,I,0
Se,K,0
Se,Mg,0
Se,Mn,0
Se,N,30
Se,Na,0
Se,Ni,0
Se,O,33
Se,P,2
Se,Pa,0
Se,Pb,0
Se,Pt,0
Se,S,4
Se,Se,41
Se,Si,0
Se,Sr,0
Se,Tb,0
Se,Tc,0
Se,Te,0
Se,Th,0
Se,V,0
Se,Zn,0
Si,Al,0
Si,As,0
Si,B,0
Si,Ba,0
Si,Br,1
Si,C,52
Si,Ca,0
Si,Cd,0
Si,Cl,2
Si,Co,0
Si,Cr,0
Si,Cu,0
Si,F,1
Si,Fe,0
Si,Ge,0
Si,H,63
Si,He,0
Si,I,0
Si,K,0
Si,Mg,0
Si,Mn,0
Si,N,8
Si,Na,1
Si,Ni,0
Si,O,67
Si,P,0
Si,Pa,0
Si,Pb,0
Si,Pt,0
Si,S,0
Si,Se,0
Si,Si,71
Si,Sr,0
Si,Tb,0
Si,Tc,0
Si,Te,0
Si,Th,0
Si,V,0
Si,Zn,0
Sr,Al,0
Sr,As,0
Sr,B,0
Sr,Ba,0
Sr,Br,0
Sr,C,0
Sr,Ca,0
Sr,Cd,0
Sr,Cl,0
Sr,Co,0
Sr,Cr,0
Sr,Cu,0
Sr,F,0
Sr,Fe,0
Sr,Ge,0
Sr,H,0
Sr,He,0
Sr,I,0
Sr,K,0
Sr,Mg,0
Sr,Mn,0
Sr,N,0
Sr,Na,0
Sr,Ni,0
Sr,O,1
Sr,P,0
Sr,Pa,0
Sr,Pb,0
Sr,Pt,0
Sr,S,1
Sr,Se,0
Sr,Si,0
Sr,Sr,2
Sr,Tb,0
Sr,Tc,0
Sr,Te,0
Sr,Th,0
Sr,V,0
Sr,Zn,0
Tb,Al,0
Tb,As,0
Tb,B,0
Tb,Ba,0
Tb,Br,0
Tb,C,0
Tb,Ca,0
Tb,Cd,0
Tb,Cl,0
Tb,Co,0
Tb,Cr,0
Tb,Cu,0
Tb,F,0
Tb,Fe,0
Tb,Ge,0
Tb,H,0
Tb,He,0
Tb,I,0
Tb,K,0
Tb,Mg,0
Tb,Mn,0
Tb,N,0
Tb,Na,0
Tb,Ni,0
Tb,O,0
Tb,P,0
Tb,Pa,0
Tb,Pb,0
Tb,Pt,0
Tb,S,0
Tb,Se,0
Tb,Si,0
Tb,Sr,0
Tb,Tb,1
Tb,Tc,0
Tb,Te,0
Tb,Th,0
Tb,V,0
Tb,Zn,0
Tc,Al,0
Tc,As,0
Tc,B,0
Tc,Ba,0
Tc,Br,0
Tc,C,0
Tc,Ca,0
Tc,Cd,0
Tc,Cl,0
Tc,Co,0
Tc,Cr,0
Tc,Cu,0
Tc,F,0
Tc,Fe,0
Tc,Ge,0
Tc,H,0
Tc,He,0
Tc,I,0
Tc,K,0
Tc,Mg,0
Tc,Mn,0
Tc,N,0
Tc,Na,0
Tc,Ni,0
Tc,O,0
Tc,P,0
Tc,Pa,0
Tc,Pb,0
Tc,Pt,0
Tc,S,0
Tc,Se,0
Tc,Si,0
Tc,Sr,0
Tc,Tb,0
Tc,Tc,1
Tc,Te,0
Tc,Th,0
Tc,V,0
Tc,Zn,0
Te,Al,0
Te,As,0
Te,B,0
Te,Ba,0
Te,Br,0
Te,C,0
Te,Ca,0
Te,Cd,0
Te,Cl,0
Te,Co,0
Te,Cr,0
Te,Cu,0
Te,F,0
Te,Fe,0
Te,Ge,0
Te,H,0
Te,He,0
Te,I,0
Te,K,0
Te,Mg,0
Te,Mn,0
Te,N,0
Te,Na,0
Te,Ni,0
Te,O,0
Te,P,0
Te,Pa,0
Te,Pb,0
Te,Pt,0
Te,S,0
Te,Se,0
Te,Si,0
Te,Sr,0
Te,Tb,0
Te,Tc,0
Te,Te,1
Te,Th,0
Te,V,0
Te,Zn,0
Th,Al,0
Th,As,0
Th,B,0
Th,Ba,0
Th,Br,0
Th,C,0
Th,Ca,0
Th,Cd,0
Th,Cl,0
Th,Co,0
Th,Cr,0
Th,Cu,0
Th,F,0
Th,Fe,0
Th,Ge,0
Th,H,0
Th,He,0
Th,I,0
Th,K,0
Th,Mg,0
Th,Mn,0
Th,N,0
Th,Na,0
Th,Ni,0
Th,O,0
Th,P,0
Th,Pa,0
Th,Pb,0
Th,Pt,0
Th,S,0
Th,Se,0
Th,Si,0
Th,Sr,0
Th,Tb,0
Th,Tc,0
Th,Te,0
Th,Th,1
Th,V,0
Th,Zn,0
V,Al,0
V,As,0
V,B,0
V,Ba,0
V,Br,0
V,C,2
V,Ca,0
V,Cd,0
V,Cl,0
V,Co,0
V,Cr,0
V,Cu,0
V,F,0
V,Fe,0
V,Ge,0
V,H,2
V,He,0
V,I,0
V,K,0
V,Mg,0
V,Mn,0
V,N,0
V,Na,0
V,Ni,0
V,O,2
V,P,0
V,Pa,0
V,Pb,0
V,Pt,0
V,S,0
V,Se,0
V,Si,0
V,Sr,0
V,Tb,0
V,Tc,0
V,Te,0
V,Th,0
V,V,2
V,Zn,0
Zn,Al,0
Zn,As,0
Zn,B,0
Zn,Ba,0
Zn,Br,0
Zn,C,0
Zn,Ca,0
Zn,Cd,0
Zn,Cl,0
Zn,Co,0
Zn,Cr,0
Zn,Cu,0
Zn,F,0
Zn,Fe,0
Zn,Ge,0
Zn,H,0
Zn,He,0
Zn,I,0
Zn,K,0
Zn,Mg,0
Zn,Mn,0
Zn,N,0
Zn,Na,0
Zn,Ni,0
Zn,O,0
Zn,P,0
Zn,Pa,0
Zn,Pb,0
Zn,Pt,0
Zn,S,0
Zn,Se,0
Zn,Si,0
Zn,Sr,0
Zn,Tb,0
Zn,Tc,0
Zn,Te,0
Zn,Th,0
Zn,V,0
Zn,Zn,9
