row_element,column_element,cooccurrence_count,row_element_count,conditional_probability
Pb,Cr,0,2,0.0
Pb,Cu,0,2,0.0
Pb,F,0,2,0.0
Pb,Fe,0,2,0.0
Pb,Ge,0,2,0.0
Pb,H,0,2,0.0
Pb,He,0,2,0.0
Pb,I,0,2,0.0
Pb,K,0,2,0.0
Pb,Mg,0,2,0.0
Pb,Mn,0,2,0.0
Pb,N,0,2,0.0
Pb,Na,0,2,0.0
Pb,Ni,0,2,0.0
Pb,O,0,2,0.0
Pb,P,0,2,0.0
Pb,Pa,0,2,0.0
Pb,Pb,2,2,1.0
Pb,Pt,0,2,0.0
Pb,S,0,2,0.0
Pb,Se,0,2,0.0
Pb,Si,0,2,0.0
Pb,Sr,0,2,0.0
Pb,Tb,0,2,0.0
Pb,Tc,0,2,0.0
Pb,Te,0,2,0.0
Pb,Th,0,2,0.0
Pb,V,0,2,0.0
Pb,Zn,0,2,0.0
Pt,Al,0,1,0.0
Pt,As,0,1,0.0
Pt,B,0,1,0.0
Pt,Ba,0,1,0.0
Pt,Br,0,1,0.0
Pt,C,0,1,0.0
Pt,Ca,0,1,0.0
Pt,Cd,0,1,0.0
Pt,Cl,0,1,0.0
Pt,Co,0,1,0.0
Pt,Cr,0,1,0.0
Pt,Cu,0,1,0.0
Pt,F,0,1,0.0
Pt,Fe,0,1,0.0
Pt,Ge,0,1,0.0
Pt,H,0,1,0.0
Pt,He,0,1,0.0
Pt,I,0,1,0.0
Pt,K,0,1,0.0
Pt,Mg,0,1,0.0
Pt,Mn,0,1,0.0
Pt,N,0,1,0.0
Pt,Na,0,1,0.0
Pt,Ni,0,1,0.0
Pt,O,0,1,0.0
Pt,P,0,1,0.0
Pt,Pa,0,1,0.0
Pt,Pb,0,1,0.0
Pt,Pt,1,1,1.0
Pt,S,0,1,0.0
Pt,Se,0,1,0.0
Pt,Si,0,1,0.0
Pt,Sr,0,1,0.0
Pt,Tb,0,1,0.0
Pt,Tc,0,1,0.0
Pt,Te,0,1,0.0
Pt,Th,0,1,0.0
Pt,V,0,1,0.0
Pt,Zn,0,1,0.0
S,Al,0,11514,0.0
S,As,13,11514,0.0011290602744484974
S,B,0,11514,0.0
S,Ba,0,11514,0.0
S,Br,246,11514,0.02136529442417926
S,C,11484,11514,0.9973944762897342
S,Ca,0,11514,0.0
S,Cd,0,11514,0.0
S,Cl,324,11514,0.028139656070870246
S,Co,0,11514,0.0
S,Cr,0,11514,0.0
S,Cu,1,11514,0.00008685079034219212
S,F,31,11514,0.0026923745006079557
S,Fe,3,11514,0.0002605523710265763
S,Ge,0,11514,0.0
S,H,11496,11514,0.9984366857738406
S,He,0,11514,0.0
S,I,5,11514,0.0004342539517109606
S,K,1,11514,0.00008685079034219212
S,Mg,0,11514,0.0
S,Mn,0,11514,0.0
S,N,8112,11514,0.7045336112558624
S,Na,1,11514,0.00008685079034219212
S,Ni,0,11514,0.0
S,O,10405,11514,0.9036824735105089
S,P,449,11514,0.03899600486364426
S,Pa,0,11514,0.0
S,Pb,0,11514,0.0
S,Pt,0,11514,0.0
S,S,11514,11514,1.0
S,Se,4,11514,0.0003474031613687685
S,Si,0,11514,0.0
S,Sr,1,11514,0.00008685079034219212
S,Tb,0,11514,0.0
S,Tc,0,11514,0.0
S,Te,0,11514,0.0
S,Th,0,11514,0.0
S,V,0,11514,0.0
S,Zn,0,11514,0.0
Se,Al,0,41,0.0
Se,As,0,41,0.0
Se,B,0,41,0.0
Se,Ba,0,41,0.0
Se,Br,0,41,0.0
Se,C,36,41,0.8780487804878049
Se,Ca,0,41,0.0
Se,Cd,0,41,0.0
Se,Cl,0,41,0.0
Se,Co,0,41,0.0
Se,Cr,0,41,0.0
Se,Cu,0,41,0.0
Se,F,0,41,0.0
Se,Fe,0,41,0.0
Se,Ge,0,41,0.0
Se,H,39,41,0.9512195121951219
Se,He,0,41,0.0
Se,I,0,41,0.0
Se,K,0,41,0.0
Se,Mg,0,41,0.0
Se,Mn,0,41,0.0
Se,N,30,41,0.7317073170731707
Se,Na,0,41,0.0
Se,Ni,0,41,0.0
Se,O,33,41,0.8048780487804879
Se,P,2,41,0.04878048780487805
Se,Pa,0,41,0.0
Se,Pb,0,41,0.0
Se,Pt,0,41,0.0
Se,S,4,41,0.0975609756097561
Se,Se,41,41,1.0
Se,Si,0,41,0.0
Se,Sr,0,41,0.0
Se,Tb,0,41,0.0
Se,Tc,0,41,0.0
Se,Te,0,41,0.0
Se,Th,0,41,0.0
Se,V,0,41,0.0
Se,Zn,0,41,0.0
Si,Al,0,71,0.0
Si,As,0,71,0.0
Si,B,0,71,0.0
Si,Ba,0,71,0.0
Si,Br,1,71,0.014084507042253521
Si,C,52,71,0.7323943661971831
Si,Ca,0,71,0.0
Si,Cd,0,71,0.0
Si,Cl,2,71,0.028169014084507043
Si,Co,0,71,0.0
Si,Cr,0,71,0.0
Si,Cu,0,71,0.0
Si,F,1,71,0.014084507042253521
Si,Fe,0,71,0.0
Si,Ge,0,71,0.0
Si,H,63,71,0.8873239436619719
Si,He,0,71,0.0
Si,I,0,71,0.0
Si,K,0,71,0.0
Si,Mg,0,71,0.0
Si,Mn,0,71,0.0
Si,N,8,71,0.11267605633802817
Si,Na,1,71,0.014084507042253521
Si,Ni,0,71,0.0
Si,O,67,71,0.9436619718309859
Si,P,0,71,0.0
Si,Pa,0,71,0.0
