value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Coconut,738816,7,738809,0.0009474618849618849,100.0,100.0,LOW_TARGET_SUPPORT
TOTAL_RECORDS,738816,7,738809,0.0009474618849618849,100.0,100.0,
TOTAL_ASSIGNMENTS,738816,7,738809,0.0009474618849618849,100.0,100.0,
